mean_centroid,std_centroid,mean_rolloff,std_rolloff,mean_zcr,std_zcr,mean_flux,std_flux,low_e,bpm_second,bpm_first,tempo_strength_second,tempo_strength_first,estimated_tempo,genre
939.674865723,525.590026855,2335.98706055,1076.39208984,0.109928935766,0.100179374218,343.586425781,269.643890381,0.564814814815,47.8515625,92.28515625,0.540078768712,0.579238226477,99.3840144231,blues
1041.89892578,363.123931885,2806.62719727,620.170776367,0.0979415178299,0.0631335750222,309.077484131,263.46572876,0.58950617284,47.8515625,64.599609375,0.597415179402,0.617436139951,99.3840144231,blues
972.715087891,428.409423828,2650.37841797,968.091918945,0.0879992991686,0.0609814487398,260.445739746,237.797286987,0.537037037037,107.666015625,51.6796875,0.596169994208,0.643147909978,107.666015625,blues
946.935791016,403.633087158,2536.96362305,871.81640625,0.0963551700115,0.070443585515,269.961486816,215.530654907,0.648148148148,92.28515625,61.5234375,0.525422113604,0.538420100472,92.28515625,blues
961.193786621,423.670501709,2584.61572266,897.26940918,0.0957725569606,0.0738409236073,214.859008789,216.824081421,0.626543209877,40.3747558594,80.7495117188,0.516046786189,0.627472015508,80.7495117188,blues
1233.61560059,455.275360107,3038.70727539,597.522155762,0.135407105088,0.0955834984779,277.304718018,194.549072266,0.555555555556,47.8515625,99.3840144231,0.583985238357,0.606158880195,92.28515625,blues
964.108581543,344.198364258,2589.06860352,709.393066406,0.0905773043633,0.0557871647179,313.672454834,279.934417725,0.608024691358,41.6771673387,215.33203125,0.64136212704,0.683991069633,107.666015625,blues
840.993041992,372.479644775,2208.58227539,927.069030762,0.0697419568896,0.0443728342652,263.504364014,174.576126099,0.561728395062,43.06640625,129.19921875,0.602562428338,0.65854524889,129.19921875,blues
711.717285156,284.663665771,1863.71875,855.624267578,0.0576639771461,0.026774989441,293.33480835,150.786880493,0.552469135802,92.28515625,86.1328125,0.669010397848,0.674166940447,143.5546875,blues
723.094726562,238.029067993,1869.83300781,707.97869873,0.0639595612884,0.0322009548545,237.750137329,131.713272095,0.552469135802,75.9995404412,143.5546875,0.656945684899,0.661621836831,117.453835227,blues
717.754455566,427.792877197,1833.64526367,916.54699707,0.0572896525264,0.0642073825002,142.576553345,129.130477905,0.577160493827,143.5546875,117.453835227,0.4550107364,0.461823331736,129.19921875,blues
691.707580566,327.638244629,1726.61071777,913.550415039,0.0564534626901,0.0269392710179,219.06602478,115.918380737,0.555555555556,107.666015625,99.3840144231,0.683047552522,0.683348861586,107.666015625,blues
785.178222656,249.440444946,2063.33300781,765.586303711,0.0667262375355,0.0332109928131,278.77545166,167.323959351,0.54012345679,61.5234375,92.28515625,0.608756701633,0.619386718021,129.19921875,blues
789.926025391,200.100585938,2074.66430664,751.45111084,0.067548841238,0.0245717447251,325.182098389,163.69909668,0.490740740741,86.1328125,64.599609375,0.585646900922,0.622451080581,129.19921875,blues
696.606262207,198.962173462,1751.16784668,649.510559082,0.0606072507799,0.0212803781033,347.191680908,195.702835083,0.5,143.5546875,161.499023438,0.652589622855,0.66316498568,143.5546875,blues
776.797363281,361.468811035,1863.88464355,941.539794922,0.0833519473672,0.0576715320349,143.730697632,122.639877319,0.601851851852,80.7495117188,117.453835227,0.518598200413,0.535401435704,117.453835227,blues
769.712768555,307.251098633,2096.03125,866.893371582,0.0619143657386,0.0395615771413,295.294799805,152.617248535,0.518518518519,64.599609375,258.3984375,0.627098493269,0.642522161667,129.19921875,blues
678.78137207,313.657196045,1679.75598145,914.350952148,0.056708548218,0.0338441431522,119.767845154,100.222167969,0.583333333333,58.7269176136,39.1512784091,0.526615878652,0.580440525325,117.453835227,blues
1478.20690918,290.196594238,4002.38427734,351.456726074,0.142001539469,0.0616171099246,472.931518555,155.641555786,0.533950617284,117.453835227,43.06640625,0.783015152424,0.790815101198,117.453835227,blues
1413.96850586,266.323699951,3763.45898438,375.217468262,0.134463757277,0.0543709136546,419.287750244,173.730331421,0.524691358025,43.06640625,129.19921875,0.745084446362,0.855570960471,129.19921875,blues
1487.10668945,363.078063965,3882.42285156,512.86340332,0.147939413786,0.0740642696619,283.875244141,152.387374878,0.595679012346,92.28515625,58.7269176136,0.58389247052,0.665125481696,92.28515625,blues
1319.16821289,292.323883057,3591.85791016,435.338684082,0.122088424861,0.0618018358946,445.058502197,245.696640015,0.592592592593,43.06640625,129.19921875,0.668032475215,0.727375233223,129.19921875,blues
1451.15966797,221.476486206,3963.97021484,325.334716797,0.130076006055,0.0426546260715,421.421478271,103.764350891,0.515432098765,99.3840144231,215.33203125,0.760407707507,0.765943744443,129.19921875,blues
1033.96899414,199.824676514,3521.67602539,423.415008545,0.0689133107662,0.0233978088945,297.998077393,76.2600402832,0.466049382716,64.599609375,129.19921875,0.771875695911,0.824435646762,129.19921875,blues
1096.31933594,299.231750488,3486.68432617,622.466186523,0.0755605772138,0.0311395153403,238.102340698,133.492523193,0.567901234568,129.19921875,117.453835227,0.594766001198,0.646252973848,117.453835227,blues
1274.2980957,239.876098633,3789.84375,379.852386475,0.106095135212,0.0430674105883,255.028091431,132.867218018,0.595679012346,51.6796875,143.5546875,0.602219157245,0.63213300157,143.5546875,blues
1480.3380127,303.884124756,3749.9675293,408.498809814,0.152568653226,0.065857283771,454.171386719,212.840988159,0.530864197531,129.19921875,117.453835227,0.713175500149,0.748749985323,117.453835227,blues
845.904541016,382.324523926,2655.32983398,1209.97583008,0.061757389456,0.0330735966563,139.349151611,91.8514328003,0.490740740741,31.5120045732,30.76171875,0.494790579708,0.501004902537,129.19921875,blues
1402.00085449,269.674133301,3584.71337891,479.492645264,0.141440063715,0.064058303833,675.196533203,309.425750732,0.537037037037,143.5546875,67.9995888158,0.667716912504,0.726081396961,143.5546875,blues
1568.54418945,216.106506348,3653.99853516,335.985046387,0.184615597129,0.0519371405244,766.459960938,201.352478027,0.509259259259,33.1280048077,49.6920072115,0.725578432544,0.758067031723,99.3840144231,blues
1149.51037598,513.335388184,3048.9753418,995.998718262,0.117887847126,0.100314132869,272.303863525,269.879272461,0.592592592593,25.3331801471,49.6920072115,0.490841137806,0.580882742468,143.5546875,blues
1705.97631836,292.652923584,3756.21459961,393.757720947,0.231025710702,0.0920434966683,733.009460449,318.987976074,0.537037037037,25.3331801471,51.6796875,0.647756646508,0.648201678632,99.3840144231,blues
1542.15698242,285.202026367,3623.89208984,432.119812012,0.174184337258,0.0692957565188,833.455993652,303.98449707,0.527777777778,61.5234375,92.28515625,0.675254023179,0.732321038527,92.28515625,blues
1572.8795166,334.248779297,3634.52539062,424.423583984,0.194726869464,0.0932093784213,615.937988281,276.756195068,0.533950617284,67.9995888158,64.599609375,0.693253185454,0.695602482781,129.19921875,blues
1286.15393066,369.522216797,3426.33789062,689.257385254,0.121350340545,0.063357450068,382.652709961,338.93927002,0.58950617284,26.9165039062,53.8330078125,0.553991311123,0.576501674702,161.499023438,blues
1428.86694336,304.219787598,3412.71362305,561.439086914,0.151676610112,0.0683617666364,669.694946289,295.104858398,0.5,184.5703125,46.142578125,0.645838566629,0.686159767283,92.28515625,blues
1550.19116211,320.140686035,3714.87646484,513.031433105,0.170687124133,0.0687108635902,636.725524902,374.391143799,0.561728395062,53.8330078125,26.3671875,0.650548234823,0.65320571267,107.666015625,blues
1698.00158691,393.659240723,3850.85424805,456.763122559,0.243790447712,0.122374206781,682.841491699,313.112365723,0.586419753086,53.8330078125,215.33203125,0.661887097539,0.673831335805,107.666015625,blues
1493.05859375,270.170135498,3536.43017578,443.816192627,0.167611032724,0.0696834400296,738.827148438,284.081085205,0.555555555556,49.6920072115,75.9995404412,0.703397107904,0.741191416474,143.5546875,blues
1847.40734863,313.155822754,4248.12207031,291.272216797,0.258629083633,0.0857848003507,547.846374512,129.12802124,0.466049382716,44.5514547414,129.19921875,0.723349450914,0.826517869428,129.19921875,blues
1648.4597168,483.98526001,3964.33569336,542.884338379,0.187625274062,0.100514538586,400.199737549,176.279602051,0.466049382716,107.666015625,56.1735733696,0.734339309909,0.800821577723,117.453835227,blues
1814.04382324,355.993255615,4287.69921875,295.474456787,0.207967057824,0.075780890882,391.260467529,235.999084473,0.530864197531,44.5514547414,92.28515625,0.690849787617,0.690997928021,92.28515625,blues
1844.61694336,210.352218628,4283.31347656,153.895278931,0.226995691657,0.0548077896237,475.399169922,147.996368408,0.438271604938,161.499023438,75.9995404412,0.754738743001,0.776242824024,161.499023438,blues
1854.32617188,349.700531006,4245.96240234,292.909515381,0.213698133826,0.0786760821939,399.545562744,175.488296509,0.45987654321,26.9165039062,53.8330078125,0.738691459368,0.829293729927,107.666015625,blues
1585.12341309,424.494049072,3921.56835938,475.721679688,0.189098417759,0.101577609777,456.067993164,171.655303955,0.438271604938,53.8330078125,161.499023438,0.674433986416,0.738229939428,161.499023438,blues
1602.80908203,297.145965576,3925.48950195,291.863769531,0.18410089612,0.0661556795239,533.62677002,152.465591431,0.438271604938,53.8330078125,161.499023438,0.756802910627,0.781221163933,161.499023438,blues
1729.3248291,261.425994873,4209.64111328,201.322479248,0.201836004853,0.0616521015763,407.460845947,145.848419189,0.484567901235,53.8330078125,161.499023438,0.693655455785,0.738083773726,161.499023438,blues
1679.63354492,399.308807373,4158.16796875,461.769805908,0.194325372577,0.0839175060391,410.466827393,182.251739502,0.462962962963,75.9995404412,39.1512784091,0.708684644738,0.716528518832,129.19921875,blues
1469.06872559,342.941894531,3594.41674805,489.51675415,0.160177379847,0.063304618001,433.429290771,181.340499878,0.438271604938,75.9995404412,36.9140625,0.774856305295,0.783311783456,143.5546875,blues
1725.13574219,233.922515869,4213.09716797,174.565505981,0.211953312159,0.0662845522165,444.703857422,119.688247681,0.422839506173,143.5546875,75.9995404412,0.803214920035,0.803930906541,143.5546875,blues
1513.15234375,232.972900391,4257.26025391,268.234680176,0.138780549169,0.043676443398,258.591247559,114.334831238,0.441358024691,34.9187077703,33.9997944079,0.695137892943,0.740629289342,107.666015625,blues
1506.82006836,211.733932495,3786.68676758,379.275115967,0.163584023714,0.0504291243851,956.633178711,325.792602539,0.472222222222,49.6920072115,47.8515625,0.728140923903,0.731514955138,99.3840144231,blues
1407.23974609,237.42956543,3684.37084961,485.145904541,0.154657617211,0.0477595515549,720.235168457,303.010345459,0.496913580247,117.453835227,56.1735733696,0.647150138828,0.655982817599,107.666015625,blues
1451.68408203,464.309082031,3552.74609375,759.266418457,0.164204373956,0.0893456414342,879.528442383,570.164611816,0.475308641975,215.33203125,29.3634588068,0.636809429347,0.709681300336,117.453835227,blues
1699.0447998,278.672454834,3930.67358398,313.420837402,0.204951331019,0.0881351828575,704.669677734,316.156463623,0.481481481481,39.1512784091,58.7269176136,0.743498281723,0.767975411117,117.453835227,blues
1491.22851562,242.058624268,3557.26538086,452.417816162,0.177459672093,0.0520183593035,1022.55688477,353.495544434,0.478395061728,58.7269176136,143.5546875,0.756098479689,0.777825043196,99.3840144231,blues
1608.23474121,172.599899292,3791.60498047,337.501068115,0.196648299694,0.0405060015619,1103.02734375,269.4715271,0.503086419753,80.7495117188,161.499023438,0.79518042271,0.796813435871,117.453835227,blues
1625.71179199,216.564407349,4026.64282227,342.527435303,0.189892351627,0.0513669364154,995.34387207,267.781982422,0.45987654321,39.1512784091,80.7495117188,0.729043260663,0.769663909946,161.499023438,blues
1391.68310547,262.424407959,3378.1875,482.109008789,0.163979485631,0.0570186339319,884.944641113,332.141967773,0.524691358025,215.33203125,58.7269176136,0.761952579165,0.785919889846,117.453835227,blues
1648.84643555,219.590209961,3819.95019531,426.732666016,0.222902283072,0.0473932437599,1051.00708008,396.245178223,0.404320987654,67.9995888158,51.6796875,0.713872562053,0.747230005976,99.3840144231,blues
1439.45959473,174.897445679,3494.39355469,362.098266602,0.170276582241,0.0408075191081,970.714477539,285.430328369,0.5,129.19921875,117.453835227,0.653315267711,0.662596198369,117.453835227,blues
1569.90808105,246.479660034,3907.44555664,293.791320801,0.186386078596,0.0616559199989,868.701293945,262.046661377,0.58024691358,44.5514547414,33.1280048077,0.777705987946,0.818646365918,129.19921875,blues
1459.70947266,219.644195557,3424.47729492,450.083648682,0.188834279776,0.049648553133,964.961914062,385.384277344,0.425925925926,28.0867866848,44.5514547414,0.651022810884,0.667338477673,107.666015625,blues
953.198425293,422.09375,2463.32519531,999.317016602,0.105043105781,0.068427875638,380.797271729,203.913253784,0.564814814815,47.8515625,71.77734375,0.649342192059,0.668357356406,143.5546875,blues
833.430541992,442.955230713,2217.78710938,1126.09130859,0.0745915621519,0.0593358911574,329.073669434,203.596542358,0.561728395062,58.7269176136,30.76171875,0.556372296049,0.593549942844,129.19921875,blues
958.750976562,343.283355713,2617.58007812,837.130187988,0.0828448012471,0.0457978248596,390.079467773,170.398788452,0.527777777778,161.499023438,184.5703125,0.603625049263,0.634347168979,86.1328125,blues
741.919250488,199.672836304,2151.16040039,631.606628418,0.0572021119297,0.0214860253036,293.478820801,113.663017273,0.549382716049,161.499023438,43.06640625,0.689069912756,0.697347467298,86.1328125,blues
620.382080078,306.889282227,1646.3927002,889.104553223,0.0472991317511,0.0318721532822,94.5505828857,89.8482208252,0.626543209877,53.8330078125,117.453835227,0.422656272053,0.428291368009,107.666015625,blues
1017.24383545,473.829803467,2759.77246094,1074.91796875,0.0856039300561,0.0594862550497,335.095306396,150.998840332,0.552469135802,67.9995888158,143.5546875,0.605399632607,0.653411468904,143.5546875,blues
741.07019043,369.037445068,1948.52233887,934.443603516,0.0633316636086,0.0396309010684,232.177230835,159.242736816,0.521604938272,30.76171875,61.5234375,0.555348964678,0.646162124534,129.19921875,blues
649.563049316,476.277130127,1612.56445312,1114.53869629,0.0547101423144,0.0553134940565,111.801361084,100.828460693,0.586419753086,40.3747558594,86.1328125,0.491238535178,0.503006359764,80.7495117188,blues
469.166290283,193.843429565,1129.4630127,490.593780518,0.041987657547,0.0199510604143,64.818321228,89.5590591431,0.601851851852,29.3634588068,11.0426682692,0.338502349119,0.34234880739,86.1328125,blues
887.393066406,495.34463501,2379.11987305,1238.49499512,0.0856114774942,0.0789389908314,283.35736084,207.439620972,0.592592592593,107.666015625,99.3840144231,0.642330390017,0.659309068449,99.3840144231,blues
930.151794434,319.801971436,2489.94287109,809.514587402,0.0930768176913,0.0427868030965,492.041564941,196.140991211,0.506172839506,33.9997944079,258.3984375,0.660833556355,0.673285904961,129.19921875,blues
817.315185547,325.69543457,2009.56640625,862.085021973,0.0863389894366,0.0501478463411,86.7352828979,85.7325286865,0.58024691358,80.7495117188,117.453835227,0.514311044979,0.524175770603,129.19921875,blues
899.624206543,368.92956543,2497.65209961,928.307922363,0.0758066102862,0.0428626798093,512.652587891,221.457977295,0.552469135802,61.5234375,117.453835227,0.6889349776,0.709211166152,117.453835227,blues
1648.85339355,323.336212158,4007.33569336,356.493103027,0.202515214682,0.0871697291732,502.405273438,244.040802002,0.533950617284,31.5120045732,61.5234375,0.667058176527,0.713319999891,129.19921875,blues
1232.28942871,399.387939453,3173.19018555,676.700195312,0.135321065784,0.075820453465,346.296600342,321.033538818,0.608024691358,86.1328125,92.28515625,0.419790959817,0.500542811009,92.28515625,blues
1253.06713867,164.904663086,2824.23925781,401.918365479,0.187364161015,0.0405039452016,93.2801132202,43.9105873108,0.583333333333,99.3840144231,92.28515625,0.78177733664,0.838538523267,92.28515625,classical
1163.47705078,204.424255371,2617.01513672,523.301757812,0.169677361846,0.0496867336333,49.0108337402,19.6631755829,0.549382716049,129.19921875,107.666015625,0.781430819812,0.796254234416,117.453835227,classical
1227.70800781,145.820678711,2878.27148438,380.753631592,0.170272052288,0.0394204072654,121.347221375,36.5298461914,0.567901234568,215.33203125,99.3840144231,0.856546890265,0.88081691033,99.3840144231,classical
1331.69116211,264.986877441,3126.30200195,553.536621094,0.205546036363,0.0626245811582,53.6694526672,34.8422470093,0.58024691358,71.77734375,143.5546875,0.748215186556,0.764089969736,129.19921875,classical
1427.0925293,203.882110596,3231.01049805,438.930511475,0.21175557375,0.0518140383065,98.1177215576,30.6245441437,0.574074074074,107.666015625,80.7495117188,0.844645594898,0.858415707909,107.666015625,classical
1215.02783203,204.204925537,2996.60449219,396.382110596,0.141029506922,0.0448097959161,115.829833984,66.2172393799,0.45987654321,47.8515625,46.142578125,0.659560989932,0.684442350731,143.5546875,classical
1141.41601562,211.402114868,2897.01342773,445.824432373,0.135395035148,0.0490637160838,62.1396141052,39.4355545044,0.592592592593,107.666015625,92.28515625,0.829516943268,0.85420740892,99.3840144231,classical
1152.25622559,302.126525879,2862.2878418,563.258300781,0.137170046568,0.063914090395,96.7125015259,67.6382522583,0.574074074074,107.666015625,71.77734375,0.662659561088,0.677347486579,107.666015625,classical
1256.69152832,223.116210938,3053.99291992,392.411651611,0.14585646987,0.0462757609785,81.426902771,50.4468727112,0.546296296296,67.9995888158,129.19921875,0.763450516145,0.7839268853,129.19921875,classical
974.585632324,251.49520874,2738.97021484,586.298034668,0.102759428322,0.0500957369804,32.4843254089,20.8930530548,0.515432098765,184.5703125,258.3984375,0.81996585616,0.856551367599,129.19921875,classical
1261.21240234,264.952148438,2989.12768555,480.349731445,0.162269368768,0.0572822019458,74.7700653076,53.1538009644,0.564814814815,107.666015625,184.5703125,0.706167939083,0.717599543211,107.666015625,classical
853.828125,217.5521698,1952.84216309,614.104309082,0.118770830333,0.0376600250602,31.7573451996,13.1212997437,0.567901234568,75.9995404412,161.499023438,0.84082017421,0.859502636155,143.5546875,classical
1030.64624023,296.796661377,2421.05639648,660.202331543,0.127060294151,0.0500872656703,49.6964569092,32.2444000244,0.592592592593,99.3840144231,86.1328125,0.782407707837,0.801500948609,92.28515625,classical
1177.74145508,343.713531494,2740.63183594,649.033447266,0.153970852494,0.057878036052,74.8047027588,69.7814941406,0.617283950617,64.599609375,129.19921875,0.667230846489,0.700702900407,129.19921875,classical
1115.19372559,235.914352417,2621.99951172,489.845214844,0.130741640925,0.0404733493924,74.6540527344,69.0859451294,0.66049382716,71.77734375,36.9140625,0.745636422441,0.747226991915,143.5546875,classical
1124.04016113,251.20916748,2740.43237305,635.271362305,0.14378260076,0.0463553108275,18.7850952148,14.5242729187,0.753086419753,86.1328125,75.9995404412,0.859045195568,0.867161152895,129.19921875,classical
843.773620605,221.244659424,2172.328125,607.017456055,0.0906829610467,0.036225605756,13.5957479477,8.31824684143,0.555555555556,33.1280048077,49.6920072115,0.762655061983,0.82714966661,99.3840144231,classical
1152.12939453,188.17628479,2556.17041016,539.839538574,0.154870435596,0.0318871326745,94.3730621338,85.8859405518,0.626543209877,117.453835227,184.5703125,0.65862636721,0.690701488979,86.1328125,classical
987.763671875,307.863098145,2355.82543945,786.31237793,0.134681105614,0.0500769615173,31.1233959198,37.9634094238,0.645061728395,143.5546875,40.3747558594,0.722389265706,0.735018202107,129.19921875,classical
956.338745117,330.782226562,2454.75195312,702.553039551,0.108098074794,0.0583454817533,14.8429193497,9.50682830811,0.586419753086,86.1328125,92.28515625,0.750014927392,0.767970827803,99.3840144231,classical
1055.99975586,237.320007324,2499.87866211,564.660949707,0.133366435766,0.0416074991226,93.7420654297,60.6295852661,0.58950617284,71.77734375,143.5546875,0.669303762443,0.731575034007,143.5546875,classical
1169.11877441,215.558868408,2725.11328125,541.398864746,0.15045401454,0.0405227504671,128.493301392,117.283615112,0.611111111111,64.599609375,258.3984375,0.684656258114,0.722294071913,129.19921875,classical
1043.91796875,191.426818848,2462.92651367,412.829681396,0.13174085319,0.039042968303,115.484062195,76.8653488159,0.503086419753,215.33203125,53.8330078125,0.767237847599,0.785515037167,107.666015625,classical
804.02734375,207.375701904,2145.74389648,551.062744141,0.0842515304685,0.0349348634481,25.063205719,12.9715738297,0.558641975309,86.1328125,99.3840144231,0.813057618263,0.827010450077,99.3840144231,classical
1084.07458496,168.356079102,2543.84228516,416.65826416,0.137308910489,0.0332737863064,167.852432251,56.3552093506,0.515432098765,161.499023438,143.5546875,0.762467609174,0.766049716166,143.5546875,classical
1042.28649902,180.539016724,2426.10742188,383.342224121,0.132171019912,0.0375320911407,167.964813232,52.4728965759,0.549382716049,258.3984375,33.1280048077,0.762232107116,0.783825431148,129.19921875,classical
1126.29931641,205.99760437,2469.77197266,487.532653809,0.158379718661,0.0406456664205,95.9697113037,105.379364014,0.666666666667,75.9995404412,161.499023438,0.634401473058,0.65714956578,161.499023438,classical
783.532409668,136.643371582,1750.66931152,361.708648682,0.104958586395,0.0332640968263,43.1681137085,22.4798946381,0.564814814815,71.77734375,161.499023438,0.856577674712,0.868863812511,143.5546875,classical
1134.27160645,276.394439697,2575.77661133,618.815368652,0.15522967279,0.0491707548499,152.197219849,65.2892303467,0.54012345679,53.8330078125,161.499023438,0.762039761077,0.807673807215,161.499023438,classical
1294.92565918,308.923339844,2962.94213867,553.97467041,0.17278817296,0.0606527477503,107.900306702,94.6239547729,0.530864197531,71.77734375,67.9995888158,0.767015578171,0.815230467192,143.5546875,classical
1081.17541504,277.606750488,2590.39770508,576.116577148,0.12034510076,0.0529669746757,72.9525604248,41.3106613159,0.564814814815,215.33203125,117.453835227,0.827030249184,0.828536211716,117.453835227,classical
710.276000977,221.908340454,1733.85498047,608.198730469,0.0761945173144,0.031642626971,67.5845489502,55.559627533,0.648148148148,117.453835227,161.499023438,0.634852640261,0.639289773186,107.666015625,classical
658.052246094,92.8820343018,1491.47338867,339.382995605,0.0716060325503,0.0153877297416,9.84381103516,5.98436594009,0.666666666667,215.33203125,258.3984375,0.89213052627,0.892616681811,129.19921875,classical
961.62286377,304.412780762,2392.77758789,647.403320312,0.103530719876,0.0491417907178,23.2637023926,26.8727397919,0.682098765432,184.5703125,258.3984375,0.805036121691,0.832485442997,129.19921875,classical
1181.1126709,331.720977783,2858.06762695,563.964477539,0.137379854918,0.0706037059426,78.279914856,55.4874420166,0.604938271605,184.5703125,258.3984375,0.857490351176,0.863986490316,129.19921875,classical
906.364746094,432.760864258,2089.55151367,883.615356445,0.117136180401,0.0848444253206,107.25188446,72.9159927368,0.577160493827,49.6920072115,143.5546875,0.682894552409,0.709672201658,143.5546875,classical
1030.78125,357.922332764,2515.96191406,857.823974609,0.108908601105,0.0534062571824,24.647436142,18.4234695435,0.648148148148,92.28515625,258.3984375,0.784587971981,0.790062959799,117.453835227,classical
1329.74890137,322.453216553,2965.83325195,511.510681152,0.175868794322,0.0750337168574,109.393135071,88.3328399658,0.570987654321,143.5546875,161.499023438,0.691784695651,0.762647582191,161.499023438,classical
1136.83044434,243.137802124,2642.83496094,520.305480957,0.144418045878,0.0507470220327,100.553581238,82.5910186768,0.62037037037,143.5546875,71.77734375,0.611727312041,0.615781639435,117.453835227,classical
1283.03649902,276.252960205,3091.2109375,606.178100586,0.19878102839,0.0842835232615,33.914932251,42.7910804749,0.719135802469,161.499023438,184.5703125,0.717755994535,0.72052534221,117.453835227,classical
1165.25671387,222.496627808,2779.31176758,506.839019775,0.137622863054,0.0466776490211,40.2577934265,32.8935203552,0.564814814815,161.499023438,117.453835227,0.747732431511,0.752652853205,117.453835227,classical
1155.52685547,273.670379639,2667.09326172,514.566833496,0.150152146816,0.063105687499,35.7983627319,35.4283828735,0.694444444444,129.19921875,258.3984375,0.702993502822,0.710805237758,129.19921875,classical
1168.89489746,142.454696655,2381.03222656,368.343566895,0.183090537786,0.0319024771452,313.21496582,127.889587402,0.510703363914,32.2998046875,184.5703125,0.638797333095,0.672322779546,184.5703125,classical
